energy,mu,density
3,1.188e+02,0.95
4,5.054e+1
5,2.587e+1
6,1.494e+1
8,6.300e+0
10,3.268e+0
15,1.083e+0
20,5.677e-1
30,3.063e-1
40,2.396e-1
50,2.123e-1
60,1.974e-1
80,1.800e-1
100,1.688e-1
150,1.500e-1
