energy,mu,density
3,14016,0.95
4,5106.9
5,2490.5
6,1400.9
8,565.06
10,278.66
15,76.372
20,30.039
30,8.0059
40,3.11
50,1.4891
60,0.8148
80,0.3144
100,0.1516
150,0.040288
