energy,mu,density
3,1.546e+02,0.96
4,6.625e+01
5,3.407e+01
6,1.972e+01
8,8.320e+0
10,4.295e+0
15,1.378e+0
20,6.889e-1
30,3.403e-1
40,2.530e-1
50,2.186e-1
60,2.006e-1
80,1.808e-1
100,1.688e-1
150,1.493e-1
